"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18304","title:Login","chromium","2026-02-06","passed","2026-02-06","","sauce.spec.ts","",""
